First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
Clarence,Male,8/20/1992,8:23 PM,124365,8.457,FALSE,Business Development
Jonathan,Male,8/15/2002,12:01 AM,104749,11.364,FALSE,Engineering
Stephanie,Female,11/26/1992,12:54 AM,122121,7.937,TRUE,Engineering
Kathy,Female,10/25/1996,12:59 PM,143541,8.461,FALSE,Human Resources
Albert,Male,8/14/2008,5:43 PM,137840,9.705,FALSE,Business Development
Michael,Male,5/22/2011,10:42 AM,73354,18.357,FALSE,Business Development
Amy,Female,3/30/2008,10:54 PM,106249,15.967,FALSE,Sales
Joe,Male,4/14/2000,3:14 PM,50645,11.119,FALSE,Marketing
Ashley,Female,8/15/1997,9:48 PM,142415,1.985,TRUE,Finance
Howard,Male,04/09/2012,6:36 AM,37984,2.021,FALSE,Distribution
Cheryl,Female,12/03/2014,9:27 AM,71751,15.918,FALSE,Business Development
Robert,Male,03/11/2007,11:20 AM,135882,19.944,FALSE,Legal
Sharon,Female,07/01/2011,9:50 AM,46007,19.731,TRUE,Client Services
Judith,Female,11/23/2007,1:22 PM,117055,7.461,FALSE,Marketing
Jerry,Male,1/30/1995,7:51 PM,121357,18.845,FALSE,Business Development
Craig,Male,11/01/2005,11:31 PM,44857,13.266,FALSE,Finance
Barbara,Female,3/21/2002,8:02 AM,47322,7.25,TRUE,Sales
Eugene,Male,5/24/1984,10:54 AM,81077,2.117,FALSE,Sales
Johnny,Male,2/26/2016,7:39 PM,76394,5.437,TRUE,Marketing
Benjamin,Male,05/05/2013,3:28 PM,114356,7.123,FALSE,Client Services
Diana,Female,6/13/1994,4:21 PM,41831,4.548,FALSE,Business Development
Christine,Female,02/01/2003,1:11 PM,72613,11.126,FALSE,Legal
Sean,Male,02/11/2013,7:07 PM,42748,9.765,FALSE,Distribution
Sarah,Female,11/03/1980,2:47 PM,37259,1.763,FALSE,Client Services
Roger,Male,08/03/2015,4:56 PM,125033,4.887,TRUE,Marketing
Donald,Male,7/14/1995,7:51 AM,106472,6.499,TRUE,Client Services
Clarence,Male,11/03/2015,12:11 AM,103684,18.654,TRUE,Engineering
Scott,Male,11/23/1996,7:36 PM,96111,15.592,FALSE,Human Resources
Ann,Female,11/04/1984,12:17 PM,90719,6.22,FALSE,Business Development
Frank,Male,4/27/2003,12:04 PM,140303,17.07,FALSE,Legal
Joe,Male,07/04/1983,7:32 AM,62161,8.13,TRUE,Business Development
Larry,Male,01/08/1999,2:05 AM,97370,10.458,FALSE,Sales
Gloria,Female,04/12/1992,8:26 PM,66224,15.979,TRUE,Legal
Ruth,Female,12/12/1996,10:07 AM,97915,3.997,TRUE,Human Resources
Diana,Female,1/19/1995,12:37 AM,86883,18.003,TRUE,Product
Raymond,Male,2/16/2009,10:38 PM,37812,3.178,FALSE,Human Resources
Catherine,Female,8/31/2013,7:24 PM,58047,14.858,TRUE,Distribution
Diane,Female,07/05/1982,4:56 PM,124889,15.026,TRUE,Sales
Steve,Male,8/22/1995,6:58 AM,67780,9.54,TRUE,Human Resources
Barbara,Female,3/22/2004,8:11 AM,144677,8.696,FALSE,Finance
Christopher,Male,4/23/2014,7:52 AM,82401,7.252,FALSE,Client Services
Kathleen,Female,6/13/2014,9:16 AM,35575,14.595,FALSE,Distribution
Virginia,Female,05/02/2010,9:10 PM,123649,10.154,TRUE,Marketing
Lisa,Female,2/26/2005,6:33 PM,38078,10.28,TRUE,Product
Earl,Male,02/11/2014,9:03 PM,52620,13.773,FALSE,Product
Louise,Female,9/18/1981,5:47 AM,91462,8.205,FALSE,Marketing
Clarence,Male,8/26/1982,9:47 AM,146589,4.905,TRUE,Business Development
Cynthia,Female,9/14/1991,1:08 PM,51633,13.472,TRUE,Business Development
Adam,Male,10/08/2010,9:53 PM,45181,3.491,FALSE,Human Resources
Justin,Male,09/06/1999,10:30 AM,62454,3.459,TRUE,Sales
Ruby,Female,05/01/1999,3:36 AM,147362,7.851,TRUE,Engineering
Amanda,Female,08/01/2004,1:32 PM,80803,14.077,TRUE,Distribution
Anna,Female,4/15/2008,2:34 PM,117293,2.366,FALSE,Client Services
Roger,Male,07/03/2010,5:11 PM,105689,13.32,TRUE,Marketing
Joseph,Male,09/10/1992,6:50 PM,102555,3.672,TRUE,Product
Evelyn,Female,9/22/1998,7:55 PM,51525,10.366,FALSE,Finance
Janice,Female,01/02/1984,9:06 PM,41190,3.311,TRUE,Sales
Sara,Female,2/25/1980,10:50 PM,75484,3.186,FALSE,Finance
Gregory,Male,6/18/1984,3:46 AM,82726,16.304,TRUE,Marketing
Philip,Male,7/18/1985,6:36 AM,122319,19.122,FALSE,Engineering
Barbara,Female,09/02/1991,3:41 PM,127297,11.905,TRUE,Product
Amanda,Female,06/07/2002,7:46 AM,109290,13.853,FALSE,Engineering
Anne,Female,10/26/1996,8:09 PM,71930,18.451,TRUE,Product
Arthur,Male,12/16/2014,4:56 PM,66819,6.639,TRUE,Marketing
Jane,Female,06/01/1994,8:39 AM,42424,18.115,FALSE,Distribution
Linda,Female,8/18/1985,4:34 AM,51431,13.295,FALSE,Engineering
Ashley,Female,11/17/1999,9:18 PM,120675,6.51,FALSE,Human Resources
Shawn,Male,12/03/2009,10:24 AM,96610,2.097,TRUE,Client Services
Kathleen,Female,9/20/1996,3:45 PM,71430,8.572,FALSE,Engineering
Randy,Male,05/02/2002,7:39 PM,86723,14.842,FALSE,Engineering
Andrew,Male,3/29/1985,6:57 PM,43414,7.563,TRUE,Client Services
Marilyn,Female,08/09/2006,11:24 AM,87145,17.33,FALSE,Human Resources
Johnny,Male,01/08/1995,1:35 PM,91124,12.986,TRUE,Distribution
Susan,Female,4/18/1986,9:31 AM,90829,19.142,FALSE,Marketing
Ruby,Female,07/07/1980,3:42 AM,101262,6.773,FALSE,Client Services
Kelly,Female,8/16/1996,3:09 AM,41427,1.431,FALSE,Product
Jonathan,Male,04/06/1995,10:38 PM,56993,18.623,FALSE,Marketing
Raymond,Male,1/13/1996,4:14 PM,114244,16.69,FALSE,Human Resources
John,Male,1/22/1995,12:17 AM,66077,5.809,TRUE,Product
Michael,Male,7/30/1993,5:35 PM,35013,14.879,FALSE,Product
Jerry,Male,05/04/2003,4:29 AM,98393,11.393,FALSE,Client Services
Amanda,Female,3/17/1982,11:46 PM,107111,1.438,TRUE,Product
Harold,Male,10/18/2010,8:45 PM,65673,1.187,TRUE,Legal
Ernest,Male,1/28/1990,12:08 AM,81919,15.118,FALSE,Marketing
Harry,Male,11/19/1982,11:25 AM,59277,10.2,FALSE,Finance
Diane,Female,02/02/1988,6:14 PM,49501,13.506,FALSE,Business Development
Jack,Male,5/30/2012,3:17 AM,70367,18.266,TRUE,Legal
Shirley,Female,4/16/1988,11:09 AM,132156,2.754,FALSE,Marketing
Rose,Female,10/30/2004,4:34 PM,56961,7.585,FALSE,Marketing
Cheryl,Female,7/23/1982,6:28 AM,98841,8.945,TRUE,Client Services
Cynthia,Female,5/23/1980,3:19 AM,78226,2.419,FALSE,Human Resources
Sandra,Female,4/24/1995,7:14 PM,116931,9.657,TRUE,Human Resources
Andrea,Female,10/30/1994,11:23 AM,87575,13.346,TRUE,Business Development
Rachel,Female,4/22/1988,12:01 PM,110924,7.808,FALSE,Distribution
Justin,Male,5/24/1981,11:15 PM,78351,15.221,FALSE,Sales
Marie,Female,11/23/2000,5:06 AM,125574,4.644,FALSE,Sales
Louis,Male,4/15/2011,5:02 AM,95198,2.075,FALSE,Business Development
Nancy,Female,05/07/1985,10:20 PM,121006,3.512,TRUE,Finance
Mark,Male,10/03/1984,5:31 AM,95728,6.752,TRUE,Business Development
Teresa,Female,6/24/1987,7:37 PM,69740,8.294,FALSE,Distribution
Frances,Female,7/21/2001,2:34 AM,91996,11.506,FALSE,Product
Bruce,Male,3/15/2013,11:13 PM,141335,15.427,TRUE,Engineering
Rose,Female,5/20/1982,9:14 AM,97691,2.142,FALSE,Client Services
Mildred,Female,2/21/1981,3:30 AM,47266,10.256,FALSE,Client Services
Todd,Male,2/16/2010,11:29 AM,103405,15.91,FALSE,Sales
Alan,Male,2/17/2012,12:26 AM,41453,10.084,FALSE,Product
Eric,Male,11/12/2004,9:16 PM,65168,11.513,FALSE,Distribution
Edward,Male,8/30/2001,1:24 AM,73105,6.083,TRUE,Engineering
Kimberly,Female,12/06/1986,2:23 PM,37916,12.929,TRUE,Distribution
Kathy,Female,1/14/2001,5:11 AM,45682,1.451,TRUE,Marketing
Peter,Male,11/24/1992,5:43 PM,69297,1.268,FALSE,Finance
Beverly,Female,10/22/1990,2:45 PM,59070,19.064,TRUE,Engineering
Ralph,Male,03/07/2012,2:25 AM,81215,8.4,FALSE,Finance
Justin,Male,08/10/1997,11:00 PM,128036,18.824,FALSE,Client Services
Irene,Female,6/23/2005,11:03 AM,89780,8.999,TRUE,Sales
Irene,Female,11/29/2006,2:14 PM,125018,9.601,TRUE,Legal
Jeremy,Male,11/26/1997,8:22 AM,133033,12.2,FALSE,Sales
Cynthia,Female,6/29/2015,6:38 AM,82408,8.701,TRUE,Marketing
Anne,Female,11/21/1984,12:30 PM,128305,16.636,FALSE,Marketing
Debra,Female,03/12/1983,12:19 PM,74911,19.513,FALSE,Marketing
Michael,Male,7/13/1988,1:48 PM,47079,2.617,FALSE,Legal
Rebecca,Female,2/23/1990,3:21 PM,134673,6.878,FALSE,Engineering
Andrea,Female,11/17/2011,2:37 PM,123591,6.5,TRUE,Engineering
Marilyn,Female,07/02/1984,4:06 PM,92430,2.924,FALSE,Engineering
Wayne,Male,09/02/2009,1:37 AM,126956,18.396,FALSE,Human Resources
Frances,Female,11/12/1996,6:08 PM,112467,1.433,FALSE,Business Development
Kathleen,Female,8/28/2004,10:49 AM,42553,3.756,TRUE,Distribution
Amanda,Female,1/25/1995,5:06 AM,102081,5.203,FALSE,Sales
Shawn,Male,9/29/1987,10:11 PM,71975,9.77,FALSE,Human Resources
Katherine,Female,8/13/1996,12:21 AM,149908,18.912,FALSE,Finance
Elizabeth,Female,2/21/2010,7:02 AM,79145,19.78,FALSE,Finance
Gregory,Male,11/15/1999,5:22 PM,128031,15.857,TRUE,Business Development
Ruth,Female,2/17/2004,5:38 AM,59969,14.064,TRUE,Finance
Cynthia,Female,07/05/1986,1:24 AM,35381,11.749,FALSE,Finance
Deborah,Female,11/21/1985,1:40 PM,113129,17.371,FALSE,Client Services
Willie,Male,12/05/2009,5:39 AM,141932,1.017,TRUE,Engineering
Debra,Female,5/28/2006,6:51 AM,42296,16.922,FALSE,Product
Carl,Male,12/14/1984,8:49 PM,63395,11.411,FALSE,Legal
Walter,Male,9/24/2007,11:16 PM,125382,13.613,TRUE,Client Services
Lisa,Female,02/09/1982,6:44 PM,113592,17.108,TRUE,Marketing
Rebecca,Female,03/05/2000,10:33 AM,46750,11.367,TRUE,Sales
Jessica,Female,10/19/1986,9:58 PM,90285,13.591,TRUE,Client Services
Craig,Male,8/21/1995,2:38 AM,123876,4.225,FALSE,Engineering
Katherine,Female,12/19/2000,1:40 AM,41643,4.659,TRUE,Distribution
Andrea,Female,8/31/1989,11:10 PM,113760,12.866,TRUE,Distribution
Timothy,Male,10/06/2010,10:49 PM,49473,12.463,FALSE,Legal
Anthony,Male,2/13/2013,1:35 PM,146141,3.645,TRUE,Distribution
James,Male,12/05/2001,7:06 AM,67789,17.105,TRUE,Legal
Martha,Female,9/14/2001,3:22 AM,135758,14.782,TRUE,Client Services
Laura,Female,07/12/2000,6:07 PM,84672,3.96,FALSE,Distribution
Robert,Male,11/05/1982,12:41 PM,111580,10.982,FALSE,Human Resources
Ralph,Male,3/24/1996,11:54 AM,50455,16.248,FALSE,Business Development
Diane,Female,10/30/2009,6:56 PM,130577,12.791,FALSE,Marketing
Annie,Female,06/06/1992,10:04 AM,138925,9.801,TRUE,Marketing
Jacqueline,Female,9/20/1994,6:07 PM,62371,15.77,TRUE,Client Services
Brenda,Female,4/17/1984,7:12 AM,87715,2.675,FALSE,Product
Lori,Female,09/11/2002,7:36 AM,66029,3.345,TRUE,Client Services
Albert,Male,6/17/1992,3:25 AM,86818,14.301,TRUE,Engineering
Frank,Male,11/23/2002,6:10 PM,75147,17.398,FALSE,Product
Deborah,Female,4/23/2000,6:55 PM,105573,5.268,TRUE,Product
Brian,Male,04/07/2007,10:47 PM,93901,17.821,TRUE,Legal
Bruce,Male,1/28/2007,11:10 PM,134988,13.926,TRUE,Sales
Joan,Female,10/02/2007,2:53 AM,120941,3.694,TRUE,Finance
Harold,Male,5/15/2007,6:37 PM,118753,8.162,FALSE,Sales
Alice,Female,10/16/1995,9:19 PM,92799,2.782,FALSE,Sales
Barbara,Female,11/12/2011,12:35 AM,85718,13.326,FALSE,Client Services
Sarah,Female,04/06/1999,11:17 AM,109517,5.146,FALSE,Human Resources
Samuel,Male,5/25/2012,4:40 PM,85550,11.593,TRUE,Marketing
Frank,Male,03/02/2009,9:15 PM,78891,7.927,TRUE,Distribution
Debra,Female,3/17/2011,1:12 PM,84693,6.976,TRUE,Finance
Thomas,Male,09/07/1991,9:51 AM,65251,11.211,FALSE,Distribution
Harry,Male,9/23/2015,1:36 AM,129148,15.193,TRUE,Engineering
Patricia,Female,03/07/1998,1:10 AM,75825,7.839,FALSE,Engineering
Steve,Male,01/11/2002,9:17 PM,51821,1.197,TRUE,Legal
Edward,Male,11/27/1997,1:00 AM,58327,17.095,TRUE,Finance
Karen,Female,01/09/2014,10:09 PM,46478,16.552,FALSE,Engineering
Ann,Female,9/28/1994,5:44 AM,79796,9.851,FALSE,Distribution
Jonathan,Male,7/30/1984,6:02 PM,83809,12.922,FALSE,Distribution
Peter,Male,3/22/1982,7:28 AM,77933,13.132,TRUE,Engineering
Eric,Male,6/15/1993,3:56 AM,51070,13.806,TRUE,Business Development
Terry,Male,10/21/2010,11:18 PM,58357,7.969,FALSE,Engineering
John,Male,1/29/1999,3:07 AM,67165,13.001,FALSE,Engineering
Marie,Female,04/08/1983,2:01 PM,145988,18.685,TRUE,Human Resources
Harold,Male,4/16/2010,5:13 AM,147417,11.626,TRUE,Business Development
Joshua,Male,6/27/1997,3:23 PM,95003,5.197,TRUE,Marketing
Andrea,Female,12/10/2001,6:40 AM,37888,13.47,FALSE,Engineering
Jeremy,Male,5/19/1991,1:40 PM,131513,1.876,TRUE,Finance
Roy,Male,05/10/2004,1:22 PM,46875,12.942,TRUE,Sales
Dorothy,Female,10/08/2008,12:22 AM,82744,19.111,TRUE,Client Services
Steven,Male,09/07/1986,12:32 AM,43252,18.892,FALSE,Client Services
Nicole,Female,4/26/2009,12:40 AM,66047,18.674,TRUE,Marketing
Ann,Female,7/16/2001,9:27 AM,118431,12.772,TRUE,Finance
Henry,Male,05/12/1986,2:04 AM,59943,1.432,FALSE,Finance
Barbara,Female,11/26/2002,5:32 AM,82884,6.837,TRUE,Business Development
Judy,Female,04/05/2011,1:44 AM,48668,11.716,TRUE,Product
Lawrence,Male,7/23/2011,3:41 AM,122971,14.618,FALSE,Product
Joseph,Male,10/10/2010,11:12 PM,107050,12.737,FALSE,Business Development
Carlos,Male,1/25/1981,10:00 AM,138598,14.737,FALSE,Sales
Jane,Female,07/10/1999,7:02 PM,128540,15.941,FALSE,Legal
Martin,Male,2/25/2016,6:29 PM,61117,2.844,FALSE,Client Services
Steven,Male,5/30/1980,8:25 PM,100949,13.813,TRUE,Human Resources
James,Male,2/16/2008,2:49 AM,69111,14.625,TRUE,Business Development
Gloria,Female,8/19/2004,10:31 AM,46602,1.027,TRUE,Business Development
Ernest,Male,6/30/2001,1:46 PM,61181,16.559,FALSE,Business Development
Martha,Female,7/17/1997,11:11 PM,94963,19.626,TRUE,Business Development
Tina,Female,08/06/1999,3:18 AM,102841,3.369,FALSE,Client Services
Henry,Male,2/23/2007,3:24 AM,49665,18.338,FALSE,Business Development
Lisa,Female,04/11/2007,1:04 AM,128042,2.03,TRUE,Legal
Denise,Female,2/19/1984,6:22 AM,86150,3.997,FALSE,Client Services
Stephen,Male,10/21/1984,6:26 AM,121816,10.615,TRUE,Distribution
Benjamin,Male,04/12/1988,11:32 PM,123409,7.783,FALSE,Product
Ruth,Female,09/02/1980,6:52 AM,59678,10.895,FALSE,Distribution
Shawn,Male,12/29/2006,3:05 AM,57871,4.02,TRUE,Human Resources
Jennifer,Female,3/31/2015,7:43 PM,132084,10.006,TRUE,Engineering
Terry,Male,11/10/2004,4:33 AM,35633,3.947,TRUE,Distribution
Jacqueline,Female,7/27/2008,12:08 PM,125298,3.019,TRUE,Legal
Roger,Male,05/02/1988,10:04 PM,115582,15.343,TRUE,Sales
Justin,Male,7/25/1991,12:45 AM,112975,9.699,FALSE,Human Resources
Janet,Female,07/12/2008,12:10 PM,36927,18.769,FALSE,Client Services
Robin,Female,3/26/2004,5:41 PM,70248,9.66,TRUE,Sales
Katherine,Female,9/22/2006,8:08 PM,72002,13.178,TRUE,Product
Peter,Male,5/22/1991,1:39 AM,102577,12.026,TRUE,Product
Lillian,Female,8/14/2009,5:41 AM,113554,18.018,TRUE,Business Development
Rose,Female,11/03/1999,9:06 AM,75181,6.06,TRUE,Finance
Bobby,Male,9/30/2004,10:52 PM,79047,18.784,FALSE,Human Resources
Kimberly,Female,4/20/1986,3:55 PM,52970,4.513,FALSE,Sales
Antonio,Male,12/28/2003,4:17 AM,137979,5.266,FALSE,Distribution
Doris,Female,09/08/1984,7:03 PM,114360,17.799,TRUE,Business Development
Steven,Male,07/05/2009,4:55 AM,110306,16.843,TRUE,Human Resources
Stephanie,Female,9/14/1982,8:14 AM,96649,3.453,FALSE,Sales
Sandra,Female,09/07/1989,4:17 PM,111468,2.58,TRUE,Product
Kevin,Male,07/01/2005,3:22 PM,141498,4.135,TRUE,Sales
Lisa,Female,07/08/2000,9:19 PM,40121,6.293,FALSE,Product
Fred,Male,03/03/1989,2:27 AM,129712,11.058,FALSE,Finance
Joseph,Male,11/04/1982,9:46 PM,126010,19.601,FALSE,Legal
Andrea,Female,7/22/1999,9:25 AM,149105,13.707,TRUE,Distribution
Catherine,Female,8/31/1986,6:20 PM,59970,12.801,FALSE,Client Services
Rose,Female,12/31/1982,6:50 PM,145001,19.85,FALSE,Engineering
Lawrence,Male,10/01/1984,2:06 PM,102589,17.952,TRUE,Marketing
Raymond,Male,12/12/1986,12:18 PM,47529,2.712,TRUE,Product
Clarence,Male,08/05/1989,6:11 PM,148941,11.517,FALSE,Product
Ryan,Male,4/15/1988,5:18 AM,91109,17.499,TRUE,Human Resources
Jane,Female,01/12/1992,1:23 PM,51923,13.623,FALSE,Business Development
Lois,Female,7/28/2012,11:39 AM,53954,19.075,FALSE,Product
Shawn,Male,3/17/2008,2:12 PM,39335,10.664,FALSE,Distribution
Thomas,Male,05/03/1990,9:29 AM,111371,15.081,TRUE,Engineering
Kathryn,Female,1/29/2008,12:29 AM,86676,6.081,FALSE,Sales
Mary,Female,11/06/2011,8:32 AM,115057,2.089,FALSE,Finance
Julie,Female,03/08/1980,5:13 AM,145357,3.459,FALSE,Engineering
George,Male,9/27/1995,5:04 PM,36749,19.754,FALSE,Finance
Ralph,Male,02/10/2000,4:48 PM,89854,7.227,FALSE,Business Development
Judith,Female,09/03/1989,11:16 AM,134048,6.818,TRUE,Marketing
Evelyn,Female,02/10/2002,4:44 AM,123621,19.767,TRUE,Marketing
Rachel,Female,6/23/2011,12:52 AM,54941,3.221,TRUE,Distribution
Kelly,Female,3/17/2007,6:20 PM,39371,4.068,FALSE,Engineering
Ruby,Female,5/31/2008,8:41 PM,83112,4.083,FALSE,Marketing
Ann,Female,10/03/1980,1:08 AM,96941,10.048,TRUE,Distribution
Kenneth,Male,12/14/1985,6:55 AM,47232,17.862,TRUE,Legal
William,Male,11/18/1993,12:27 PM,54058,5.182,TRUE,Human Resources
Deborah,Female,2/26/2009,10:17 AM,118043,7.266,TRUE,Business Development
Julia,Female,8/18/2014,3:12 AM,97566,2.147,FALSE,Marketing
Jesse,,7/16/2014,2:24 AM,98811,7.487,FALSE,Legal
Cynthia,Female,07/12/2006,8:55 AM,149684,7.864,FALSE,Product
Johnny,Male,1/14/2007,2:54 PM,71383,2.097,TRUE,Human Resources
Michael,Male,8/31/2002,1:20 AM,81206,19.908,TRUE,Distribution
Kenneth,Male,1/15/2015,2:41 PM,69112,7.588,TRUE,Finance
Keith,Male,02/12/2003,3:02 PM,120672,19.467,FALSE,Legal
Gerald,Male,5/28/2010,12:26 PM,96511,9.331,FALSE,Human Resources
Douglas,Male,08/04/2007,5:23 AM,132175,2.28,FALSE,Engineering
Carolyn,Female,3/17/2004,6:38 AM,118037,13.492,FALSE,Finance
Joseph,Male,5/23/1985,10:16 PM,139570,15.804,TRUE,Finance
Billy,Male,04/06/2000,3:14 PM,115280,9.153,FALSE,Distribution
Joyce,Female,7/25/2001,6:04 AM,51065,16.807,FALSE,Human Resources
Lillian,Female,8/26/2002,8:53 AM,103854,4.924,TRUE,Distribution
Ruby,Female,8/13/2006,6:27 PM,48354,19.501,FALSE,Business Development
Sandra,Female,02/07/1998,12:39 PM,132327,19.264,FALSE,Product
Louise,Female,2/26/1982,1:03 AM,106362,8.965,FALSE,Sales
Brenda,Female,01/03/1981,6:01 PM,131131,11.682,FALSE,Client Services
Stephen,Male,09/10/1990,10:42 PM,129663,15.574,FALSE,Human Resources
Bobby,Male,06/05/1984,7:40 AM,93368,2.88,TRUE,Product
Ernest,Male,09/06/1997,2:02 PM,53335,9.192,FALSE,Product
Diana,Female,11/19/2004,8:47 AM,105066,17.343,TRUE,Business Development
Harry,Male,02/10/1985,7:46 PM,63046,10.411,FALSE,Finance
Marie,Female,12/08/1993,6:28 PM,98406,7.943,TRUE,Product
Sean,Male,4/25/2006,4:51 PM,108581,9.634,FALSE,Human Resources
Robin,Female,10/01/2012,2:44 AM,41808,19.239,FALSE,Business Development
Phillip,Male,10/07/1984,11:05 AM,36837,14.66,FALSE,Marketing
Jerry,Male,3/26/1989,4:15 AM,140850,18.855,FALSE,Finance
Ronald,Male,5/25/1983,10:05 AM,50426,18.536,TRUE,Sales
Phillip,Male,5/15/1984,6:15 AM,134120,6.842,FALSE,Human Resources
Karen,Female,8/29/1997,4:56 PM,80633,16.306,FALSE,Legal
Bonnie,Female,8/25/2004,2:17 AM,131943,14.249,FALSE,Client Services
Earl,Male,6/15/2013,3:00 AM,48046,7.737,FALSE,Marketing
Katherine,Female,8/18/2013,3:58 PM,97443,13.657,FALSE,Product
Matthew,Male,08/03/1995,5:39 AM,135352,7.986,TRUE,Business Development
Gerald,Male,3/29/2003,10:37 AM,96329,2.469,TRUE,Engineering
Brenda,Female,1/18/2015,4:39 PM,73749,19.332,FALSE,Business Development
Jason,Male,05/01/1998,6:05 PM,75607,4.299,TRUE,Sales
Melissa,Female,09/08/1994,4:11 AM,98858,3.525,TRUE,Human Resources
Beverly,Female,04/11/1998,2:27 PM,76485,9.212,TRUE,Engineering
Jacqueline,Female,5/25/2003,7:13 PM,125418,8.064,FALSE,Distribution
Amy,Female,5/20/2009,6:26 AM,75415,19.132,FALSE,Client Services
Ruby,Female,1/28/1980,11:08 PM,142868,6.318,FALSE,Marketing
Kathryn,Female,10/27/1995,3:39 PM,57300,18.015,FALSE,Marketing
Lisa,Female,10/17/2003,1:42 PM,73706,18.53,FALSE,Finance
Juan,Male,10/06/1993,8:52 AM,85871,9.16,FALSE,Product
Anthony,Male,1/30/2014,9:04 PM,96795,14.837,FALSE,Sales
David,Male,12/05/2009,8:48 AM,92242,15.407,FALSE,Legal
Marilyn,Female,10/08/2007,12:32 AM,115149,11.934,TRUE,Legal
Margaret,Female,01/04/2001,3:07 AM,126924,1.552,TRUE,Finance
Timothy,Male,8/25/1991,10:37 AM,92587,8.475,FALSE,Finance
Brandon,Male,10/23/1995,12:04 PM,60263,2.709,FALSE,Sales
Frank,Male,7/27/2013,4:32 PM,91406,5.681,TRUE,Business Development
Betty,Female,11/19/2002,10:40 AM,37005,7.645,TRUE,Marketing
Victor,Male,03/10/2010,5:01 PM,45267,3.942,TRUE,Sales
Jane,Female,4/27/2012,2:12 PM,59680,15.211,TRUE,Business Development
Walter,Male,5/21/1992,12:39 AM,144701,16.323,TRUE,Marketing
Christina,Female,6/23/2002,3:18 PM,35477,18.178,FALSE,Human Resources
Patricia,Female,10/10/1995,4:52 PM,119266,6.911,FALSE,Distribution
Heather,Female,7/29/1983,10:48 AM,47605,14.955,TRUE,Human Resources
Stephanie,Female,6/26/1988,5:48 AM,136604,6.16,TRUE,Human Resources
Alice,Female,02/09/2013,12:49 AM,121250,4.363,TRUE,Finance
Frances,Female,5/16/2014,8:31 AM,35884,17.667,FALSE,Sales
Elizabeth,Female,7/27/1998,11:12 AM,137144,10.081,FALSE,Finance
Janice,Female,12/17/2009,6:42 AM,102697,3.283,FALSE,Engineering
Donald,Male,08/01/1991,2:25 AM,61999,6.466,FALSE,Product
Melissa,Female,10/22/2002,1:20 AM,45223,8.879,TRUE,Legal
Carl,Male,07/07/2010,1:33 PM,54033,15.528,TRUE,Business Development
Lois,Female,12/11/2015,4:10 PM,99747,6.168,FALSE,Marketing
Ann,Female,9/28/2001,6:37 AM,71958,5.272,TRUE,Distribution
Todd,Male,01/04/1983,12:34 PM,115566,6.716,TRUE,Client Services
Marilyn,Female,1/16/1996,7:18 AM,118369,7.696,TRUE,Business Development
Shawn,Male,3/13/2008,5:36 PM,51667,6.339,FALSE,Product
Ryan,Male,4/27/1999,3:41 AM,85858,19.475,FALSE,Client Services
Sean,Male,3/21/2009,11:38 AM,131423,8.957,FALSE,Distribution
Rose,Female,01/02/2002,9:14 PM,49538,9.828,FALSE,Client Services
George,Male,06/05/2015,5:40 AM,50369,18.9,TRUE,Sales
Arthur,Male,12/05/2013,8:44 AM,86615,3.412,TRUE,Business Development
Deborah,Female,11/11/2003,4:53 PM,60003,9.624,FALSE,Client Services
Judith,Female,03/01/2004,7:32 AM,109324,19.488,FALSE,Distribution
Philip,Male,03/11/2005,10:56 AM,103557,16.014,TRUE,Business Development
Jeffrey,Male,9/20/1986,6:06 AM,111376,2.673,TRUE,Business Development
Theresa,Female,4/27/2001,9:17 PM,75661,1.079,TRUE,Legal
Nancy,Female,09/10/2001,11:57 PM,85213,2.386,TRUE,Marketing
Harold,Male,6/23/2012,12:40 PM,140444,3.771,FALSE,Distribution
Bonnie,Female,12/23/2008,9:26 AM,90427,2.01,TRUE,Client Services
Doris,Female,07/05/1993,5:54 PM,141439,3.799,FALSE,Business Development
Samuel,Male,08/07/1997,12:40 PM,43694,3.787,TRUE,Engineering
Alice,Female,3/23/1996,3:09 AM,131952,12.09,FALSE,Engineering
Maria,Female,3/14/2003,5:23 PM,96250,10.056,FALSE,Business Development
Andrew,Male,9/28/1990,9:38 AM,137386,8.611,TRUE,Distribution
William,Male,6/26/1997,8:33 AM,104840,15.653,TRUE,Engineering
Lori,Female,11/20/2015,1:15 PM,75498,6.537,TRUE,Marketing
Wayne,Male,09/08/2006,11:09 AM,67471,2.728,FALSE,Engineering
Kenneth,Male,05/10/2006,8:24 AM,101914,1.905,TRUE,Distribution
Ashley,Female,3/31/2006,1:24 PM,142410,11.048,TRUE,Engineering
Scott,Male,8/20/2011,8:08 AM,37385,8.226,TRUE,Business Development
Paula,Female,5/21/1983,11:42 AM,58423,10.833,FALSE,Business Development
Teresa,Female,1/22/2013,3:17 PM,113425,11.907,TRUE,Human Resources
Randy,Male,2/25/2012,5:33 AM,57266,14.077,FALSE,Product
Joe,Male,1/19/1980,4:06 PM,119667,1.148,TRUE,Finance
Sarah,Female,8/17/2014,11:08 PM,127118,11.176,FALSE,Legal
Beverly,Female,10/17/1986,12:51 AM,80838,8.115,FALSE,Engineering
Jeffrey,Male,02/03/1984,1:26 PM,70990,15.901,TRUE,Sales
